,run,n,spread-type,simple-spread-chance,graph-type,ba-m,organizing-capacity,organizing-strategy,repetition,data,threshold,rmse,total_error,corr_coef
901,901,300,simple,0.05,barabasi-albert,10,1,neighbors-of-neighbors,0,"[0. 1. 0. 1. 3. 2. 4. 8. 2. 8. 2. 5. 3. 4. 7. 3. 6. 2. 7. 3. 8. 9. 2. 6.
 9. 3. 2. 2. 5. 8. 4. 3. 7. 5. 3. 6. 0. 2. 5. 3. 3. 0. 9. 6. 1. 4. 4. 4.
 2. 6. 0. 2. 1. 1. 2. 0. 4. 1. 2. 2. 0. 2. 7. 2. 0. 3. 3. 2. 2. 3. 3. 3.
 2. 2. 1. 1. 0. 0. 4. 2. 1. 5. 3. 1. 0. 0. 0. 2. 0. 1. 1. 2. 0. 0. 1. 0.
 0. 2. 1. 0. 1. 0. 1. 0. 1. 2. 0. 0. 0. 3. 1. 0. 2. 2. 0. 1. 2. 1. 2. 2.
 0. 4. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 2. 1. 2. 1. 2. 0. 0. 0. 1. 0. 1. 0.
 0. 1. 0. 0. 0. 1. 1. 1. 0. 0. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 1. 0. 0. 2. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0.]",1,159.90350877192984,645,-0.21771146860425994
902,902,300,simple,0.05,barabasi-albert,10,1,neighbors-of-neighbors,0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 2. 3. 1. 2. 3. 3. 3. 2. 5. 6. 3. 4.
 4. 9. 8. 1. 5. 3. 6. 2. 4. 2. 0. 5. 3. 6. 1. 3. 7. 1. 3. 4. 3. 6. 6. 1.
 6. 8. 2. 2. 2. 1. 2. 4. 1. 4. 3. 1. 3. 0. 2. 0. 2. 4. 4. 2. 2. 1. 1. 6.
 0. 4. 1. 3. 3. 5. 4. 1. 4. 2. 3. 2. 1. 0. 3. 2. 3. 4. 1. 3. 1. 1. 2. 0.
 1. 0. 0. 2. 0. 3. 0. 0. 2. 0. 0. 1. 2. 0. 0. 1. 1. 1. 3. 1. 1. 0. 3. 0.
 0. 0. 1. 1. 0. 1. 0. 0. 1. 1. 2. 0. 1. 0. 0. 1. 1. 2. 0. 2. 0. 1. 0. 0.
 0. 0. 0. 0. 0. 0. 1. 0. 2. 1. 2. 0. 2. 2. 3. 1. 2. 0. 1. 0. 0. 2. 0. 0.
 0. 1. 1. 0. 0. 0. 0. 0. 0. 3. 0. 0. 0. 0. 1. 0. 0. 0. 2. 0. 0. 0. 0. 0.
 0. 1. 0. 1. 2. 2. 0. 0. 1. 0. 0. 1. 2. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",1,153.42105263157896,586,-0.13101547387084436
903,903,300,simple,0.05,barabasi-albert,10,1,neighbors-of-neighbors,0,"[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 1. 2. 1. 1. 1. 4. 4. 4. 3. 2. 3.
 4. 6. 3. 3. 2. 8. 4. 5. 4. 3. 5. 6. 7. 4. 2. 5. 6. 2. 2. 0. 2. 1. 2. 4.
 5. 5. 3. 5. 6. 1. 1. 5. 5. 2. 1. 8. 3. 3. 3. 1. 2. 4. 3. 2. 2. 1. 2. 3.
 4. 0. 3. 5. 1. 0. 2. 1. 2. 0. 2. 1. 1. 4. 1. 2. 4. 1. 1. 1. 4. 2. 0. 0.
 0. 3. 1. 2. 3. 0. 1. 2. 3. 3. 5. 2. 1. 1. 1. 1. 0. 2. 1. 1. 0. 0. 2. 1.
 1. 0. 1. 0. 2. 2. 3. 0. 0. 0. 0. 0. 0. 2. 1. 3. 0. 1. 0. 2. 1. 0. 2. 1.
 1. 0. 1. 0. 0. 1. 0. 0. 0. 1. 2. 0. 0. 0. 0. 2. 0. 0. 0. 0. 3. 0. 0. 1.
 0. 1. 0. 0. 1. 1. 0. 2. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 3. 0. 1. 0. 1. 1.
 0. 0. 1. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]",1,151.2280701754386,560,-0.10928961213084654
904,904,300,simple,0.05,barabasi-albert,10,1,neighbors-of-neighbors,0,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  1.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  1.  0.  0.
  0.  0.  0.  0.  1.  0.  0.  2.  4.  2.  3.  7.  7.  7.  3.  5.  6.  7.
  2.  4.  3.  7.  5. 11.  4.  5.  6.  3.  3.  4.  3.  2.  3.  3.  3.  7.
  9.  5.  2.  2.  4.  4.  5.  7.  2.  5.  3.  0.  3.  3.  2.  2.  2.  4.
  6.  2.  2.  0.  3.  0.  1.  2.  2.  0.  2.  0.  2.  2.  0.  4.  2.  1.
  0.  3.  2.  1.  2.  3.  1.  1.  2.  3.  1.  0.  0.  1.  1.  4.  3.  1.
  2.  1.  1.  1.  0.  2.  1.  1.  0.  1.  1.  2.  0.  2.  0.  1.  1.  2.
  0.  1.  2.  1.  1.  1.  2.  0.  2.  0.  0.  2.  2.  2.  2.  1.  0.  1.
  0.  0.  0.  0.  1.  0.  0.  0.  2.  1.  0.  1.  1.  1.  1.  1.  1.  0.
  2.  1.  0.  0.  0.  0.  0.  0.  2.  0.  1.  0.  1.  0.  0.  1.  0.  0.
  0.  0.  1.  0.  0.  2.  0.  0.  0.  1.  0.  1.  1.  0.  0.  0.  1.  0.
  0.  0.  0.  0.  0.  1.  1.  0.  1.  0.  0.  0.  0.  1.  0.  0.  0.  0.
  0.  0.  0.  2.  2.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",1,143.78947368421052,542,0.09646664813351302
905,905,300,simple,0.05,barabasi-albert,10,1,neighbors-of-neighbors,1,"[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0.
 1. 1. 0. 0. 0. 1. 1. 0. 1. 0. 0. 2. 4. 6. 2. 4. 3. 1. 3. 6. 2. 1. 3. 5.
 2. 8. 1. 4. 7. 4. 4. 5. 4. 3. 2. 1. 3. 7. 5. 4. 7. 4. 4. 4. 3. 2. 3. 5.
 2. 3. 0. 2. 2. 3. 4. 2. 0. 0. 1. 4. 5. 1. 2. 4. 5. 5. 5. 2. 3. 4. 3. 2.
 2. 3. 2. 5. 0. 4. 1. 3. 4. 1. 2. 1. 5. 1. 0. 0. 3. 2. 2. 2. 1. 1. 0. 2.
 0. 2. 0. 1. 3. 2. 2. 0. 0. 2. 1. 3. 0. 1. 0. 1. 1. 3. 0. 0. 1. 2. 0. 0.
 1. 1. 1. 0. 2. 1. 0. 0. 1. 1. 1. 0. 1. 0. 0. 1. 0. 2. 0. 0. 1. 0. 1. 0.
 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 1. 0. 1. 0. 1. 0.
 0. 0. 1. 1. 1. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0.
 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 2. 0. 0. 0.
 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0.
 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0.
 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]",1,138.81578947368422,509,0.1799026016964792
906,906,300,simple,0.05,barabasi-albert,10,1,neighbors-of-neighbors,1,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 2. 3. 3. 1. 4.
 4. 1. 9. 3. 3. 4. 5. 4. 4. 4. 5. 7. 4. 7. 6. 4. 3. 6. 1. 2. 5. 6. 5. 3.
 5. 3. 2. 5. 3. 1. 3. 3. 5. 4. 7. 4. 3. 3. 3. 2. 3. 1. 5. 2. 2. 3. 3. 2.
 5. 5. 0. 0. 1. 2. 3. 2. 3. 1. 2. 3. 1. 3. 3. 2. 2. 1. 0. 2. 2. 2. 3. 3.
 0. 3. 0. 0. 0. 3. 0. 0. 3. 1. 2. 2. 0. 0. 2. 0. 1. 3. 1. 0. 0. 2. 3. 0.
 2. 0. 1. 0. 1. 0. 0. 0. 0. 1. 2. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 3. 0. 0.
 0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 1.
 0. 0. 0. 0. 1. 1. 1. 1. 0. 0. 1. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 0. 0. 0. 2. 0. 0. 0. 0. 0. 0. 0. 2. 0.
 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1.
 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1.
 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",1,154.42105263157896,584,-0.1703487874621449
907,907,300,simple,0.05,barabasi-albert,10,1,neighbors-of-neighbors,1,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.
  0.  0.  0.  0.  1.  0.  1.  1.  1.  2.  5.  5.  4.  2.  2.  7.  7. 10.
  5.  4.  6.  8.  7.  6.  7.  5.  3.  6.  3.  3.  3.  6.  5.  1.  2.  6.
  4.  3.  2.  4.  6.  2.  8. 10.  4.  6.  5.  4.  5.  2.  4.  3.  4.  2.
  2.  3.  2.  3.  2.  3.  3.  1.  4.  1.  1.  4.  1.  5.  2.  2.  3.  1.
  2.  1.  1.  3.  0.  1.  3.  1.  2.  1.  1.  1.  0.  1.  0.  0.  0.  0.
  3.  1.  1.  1.  0.  1.  2.  0.  2.  0.  0.  0.  1.  1.  0.  1.  0.  0.
  1.  0.  1.  2.  1.  0.  1.  1.  0.  1.  1.  1.  2.  1.  0.  1.  0.  0.
  1.  0.  1.  3.  1.  0.  1.  1.  0.  1.  0.  0.  1.  0.  0.  0.  0.  1.
  1.  0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  1.  0.
  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  2.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",1,155.03508771929825,604,-0.12416432386594296
908,908,300,simple,0.05,barabasi-albert,10,1,neighbors-of-neighbors,1,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 2. 0. 2. 0. 2. 5. 4. 1. 6. 4. 2. 6.
 6. 8. 8. 6. 1. 5. 7. 6. 5. 2. 3. 1. 8. 1. 4. 8. 4. 5. 0. 6. 4. 3. 6. 3.
 0. 3. 6. 1. 2. 4. 4. 3. 3. 3. 0. 2. 3. 4. 3. 4. 5. 7. 1. 4. 3. 2. 0. 2.
 0. 4. 4. 0. 3. 2. 2. 3. 1. 0. 1. 2. 1. 3. 3. 0. 2. 0. 3. 0. 2. 1. 1. 1.
 3. 2. 1. 2. 0. 1. 0. 2. 2. 1. 1. 0. 1. 1. 0. 1. 3. 0. 3. 1. 1. 0. 0. 1.
 0. 0. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 1. 0. 0. 0.
 0. 0. 0. 1. 0. 0. 2. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 2. 2. 0.
 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 2. 1. 0. 1. 1. 0. 1. 0. 0. 2. 1. 1. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 1. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",1,153.40350877192984,604,-0.12006335207070575
909,909,300,simple,0.05,barabasi-albert,10,1,neighbors-of-neighbors,1,"[ 0.  1.  0.  0.  2.  2.  1.  2.  1.  1.  3.  6.  3. 10.  6.  7.  7.  4.
  5.  5.  6.  5.  6.  7. 10.  3.  1.  3.  9.  4.  5.  6.  4.  2.  3.  2.
  4.  2.  0.  1.  3.  5.  3.  4.  2.  2.  2.  2.  2.  2.  3.  5.  5.  3.
  2.  3.  4.  1.  2.  3.  4.  1.  0.  0.  1.  1.  4.  1.  0.  5.  3.  3.
  1.  3.  0.  1.  2.  1.  2.  1.  1.  3.  0.  2.  1.  1.  1.  1.  2.  1.
  1.  1.  1.  0.  2.  1.  1.  1.  3.  3.  0.  0.  0.  4.  1.  0.  1.  1.
  3.  0.  0.  0.  1.  0.  1.  3.  0.  0.  1.  1.  1.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  2.  1.  0.  3.  0.  1.  1.  0.  2.  0.  0.  0.  1.
  0.  0.  1.  0.  1.  0.  1.  1.  0.  0.  0.  0.  1.  0.  2.  1.  0.  0.
  0.  0.  0.  0.  0.  0.  1.  1.  1.  0.  0.  0.  1.  0.  0.  0.  0.  0.
  1.  0.  1.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  1.  0.  0.  1.  0.
  0.  1.  0.  0.  0.  0.  1.  0.  0.  0.  0.  1.  0.  0.  0.  1.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",1,157.05263157894737,614,-0.19437621288235424
910,910,300,simple,0.05,barabasi-albert,10,1,neighbors-of-neighbors,2,"[0. 0. 0. 1. 0. 0. 0. 3. 5. 3. 5. 4. 5. 7. 3. 4. 1. 4. 6. 4. 3. 8. 6. 6.
 8. 3. 4. 6. 4. 6. 8. 6. 2. 2. 1. 2. 2. 3. 2. 5. 5. 0. 6. 2. 0. 5. 3. 3.
 1. 4. 1. 3. 5. 2. 3. 2. 3. 8. 2. 4. 5. 2. 1. 0. 3. 1. 2. 2. 3. 2. 2. 2.
 2. 1. 1. 1. 0. 0. 0. 1. 3. 2. 1. 2. 2. 1. 0. 2. 1. 1. 0. 1. 3. 1. 2. 0.
 0. 0. 0. 2. 2. 3. 1. 1. 1. 2. 2. 2. 3. 2. 2. 1. 0. 0. 1. 1. 2. 1. 1. 0.
 0. 1. 0. 0. 1. 1. 0. 1. 0. 0. 0. 2. 0. 1. 0. 0. 0. 1. 0. 2. 0. 1. 0. 0.
 3. 0. 0. 1. 2. 0. 1. 1. 1. 1. 0. 0. 2. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
 0. 0. 2. 1. 0. 0. 0. 0. 0. 0. 1. 2. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 1. 1.
 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 2. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",1,157.40350877192984,606,-0.22544952125052362
911,911,300,simple,0.05,barabasi-albert,10,1,neighbors-of-neighbors,2,"[0. 1. 2. 4. 6. 3. 3. 4. 1. 7. 7. 6. 5. 4. 2. 8. 6. 5. 2. 6. 1. 2. 4. 3.
 3. 3. 4. 3. 3. 7. 3. 3. 4. 1. 0. 2. 0. 3. 3. 3. 3. 4. 1. 5. 1. 3. 6. 1.
 2. 4. 5. 1. 4. 2. 2. 1. 3. 1. 2. 3. 3. 6. 2. 3. 1. 2. 0. 4. 3. 0. 6. 1.
 3. 1. 2. 1. 2. 2. 3. 2. 1. 1. 2. 2. 1. 2. 2. 1. 3. 2. 1. 0. 2. 2. 2. 1.
 0. 1. 2. 1. 1. 0. 2. 1. 0. 2. 1. 3. 2. 1. 1. 0. 0. 0. 0. 2. 1. 0. 1. 0.
 1. 2. 1. 2. 1. 1. 1. 0. 1. 0. 0. 1. 0. 0. 1. 1. 0. 0. 0. 2. 0. 1. 1. 0.
 1. 0. 1. 0. 1. 0. 2. 1. 1. 0. 0. 1. 2. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 0.
 2. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.
 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",1,154.94736842105263,598,-0.21979693051150184
912,912,300,simple,0.05,barabasi-albert,10,1,neighbors-of-neighbors,2,"[0. 0. 0. 0. 0. 3. 0. 1. 2. 2. 1. 2. 2. 2. 5. 6. 2. 6. 4. 5. 6. 7. 2. 4.
 5. 5. 3. 3. 4. 5. 4. 7. 2. 3. 4. 3. 6. 4. 6. 3. 0. 3. 4. 1. 3. 8. 4. 8.
 4. 6. 3. 1. 5. 2. 0. 4. 3. 8. 2. 4. 1. 4. 2. 1. 1. 5. 0. 3. 3. 3. 5. 2.
 2. 1. 1. 1. 2. 2. 1. 3. 2. 2. 2. 1. 1. 3. 2. 0. 1. 1. 0. 0. 3. 2. 2. 2.
 0. 0. 1. 0. 0. 0. 2. 1. 0. 0. 0. 1. 2. 1. 1. 1. 0. 1. 0. 2. 1. 0. 1. 1.
 1. 2. 0. 0. 1. 1. 0. 1. 2. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 2.
 0. 0. 1. 0. 0. 0. 0. 2. 1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 1. 0. 1. 1. 1. 0.
 2. 0. 1. 0. 1. 0. 1. 1. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 1. 0. 2. 1. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 1. 0. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 0. 0. 0. 0.
 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",1,158.5701754385965,617,-0.25166140705340684
913,913,300,simple,0.05,barabasi-albert,10,1,neighbors-of-neighbors,2,"[0. 0. 0. 0. 0. 0. 0. 0. 1. 4. 3. 3. 1. 3. 2. 1. 4. 4. 4. 2. 3. 4. 3. 4.
 4. 1. 4. 7. 4. 1. 5. 4. 4. 3. 3. 4. 6. 3. 4. 6. 2. 3. 5. 3. 5. 3. 6. 5.
 1. 3. 4. 1. 3. 3. 2. 1. 2. 4. 3. 7. 1. 3. 2. 1. 2. 2. 4. 2. 2. 3. 3. 1.
 3. 1. 3. 0. 2. 2. 4. 2. 0. 3. 3. 2. 0. 4. 4. 1. 4. 0. 0. 3. 2. 0. 1. 4.
 1. 2. 4. 2. 1. 0. 2. 0. 1. 2. 2. 0. 0. 1. 0. 2. 0. 1. 0. 0. 0. 3. 3. 3.
 1. 3. 0. 0. 2. 1. 2. 0. 3. 3. 0. 1. 0. 0. 0. 1. 1. 0. 0. 2. 1. 0. 0. 1.
 2. 0. 1. 0. 1. 0. 0. 3. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.
 0. 2. 0. 0. 0. 0. 0. 0. 4. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.
 2. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0.
 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",1,152.83333333333334,577,-0.1828110602211828
914,914,300,simple,0.05,barabasi-albert,10,1,neighbors-of-neighbors,2,"[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 1. 1. 0. 2. 1. 0. 2.
 1. 0. 2. 4. 4. 7. 6. 6. 4. 4. 2. 7. 1. 4. 1. 6. 5. 4. 5. 4. 4. 3. 9. 3.
 1. 4. 2. 2. 3. 5. 7. 5. 9. 6. 1. 4. 4. 7. 4. 9. 4. 3. 2. 1. 4. 5. 5. 3.
 1. 4. 2. 2. 4. 2. 2. 2. 1. 0. 2. 1. 2. 3. 1. 6. 1. 1. 2. 4. 3. 1. 2. 1.
 2. 2. 0. 1. 2. 3. 1. 2. 0. 2. 2. 2. 3. 1. 2. 2. 0. 0. 1. 0. 4. 0. 3. 2.
 3. 0. 3. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 2. 1. 0. 1. 1. 0. 2. 0. 0. 1.
 1. 0. 1. 0. 0. 1. 1. 2. 1. 0. 0. 0. 1. 0. 1. 2. 0. 0. 0. 0. 0. 0. 0. 1.
 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 1.
 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",1,149.89473684210526,586,-0.05625511951845746
